x,y,z
0.00023367779424252803,0.0,-0.00023130274878444318
0.3962343392041394,0.0,-0.3752606681196019
0.7987576558587717,0.0,-0.7392416932567097
1.207912193628283,0.0,-1.0917096466802467
1.6237898911477522,0.0,-1.4321722421934984
2.0464624633920487,0.0,-1.7601097147755027
2.475977458782674,0.0,-2.074975373297026
2.9123539682336865,0.0,-2.376196774897685
3.35557803827602,0.0,-2.663177641148796
3.805597895430371,0.0,-2.9353006038793112
4.262319066704684,0.0,-3.1919309387277117
4.725599546598818,0.0,-3.432421388189112
5.195245232456919,0.0,-3.656118106030142
5.69174516393507,0.0,-3.7863699006419327
6.201396451205648,0.0,-3.811021991835606
6.70593608176231,0.0,-3.7274707438898598
7.188956250245286,0.0,-3.544131521592362
7.640733631650123,0.0,-3.275984500931795
8.058376309562014,0.0,-2.9387349375448593
8.443328686139203,0.0,-2.5455149893675024
8.798946339461507,0.0,-2.106168480682692
9.12903759157163,0.0,-1.627729048121258
9.43719280188177,0.0,-1.1151482870036915
9.726550958325975,0.0,-0.5719204861638574
9.999766321866156,0.0,-0.0005386966379885657
