x,y,z
0.00013937763557028785,0.0,-0.0012250001643035323
0.16405731198390192,0.0,-1.383108105549615
0.32904978361201764,0.0,-2.7148609168698394
0.4952143766979094,0.0,-3.9964651340507893
0.6626624695503134,0.0,-5.2278988803394855
0.8315219337958535,0.0,-6.409135788171228
1.0019405189786863,0.0,-7.540143792213815
1.174090138632364,0.0,-8.620883513858493
1.3481723570598718,0.0,-9.651306067391761
1.5244254967282302,0.0,-10.63135003403952
1.7031339615283134,0.0,-11.560937214558184
1.8846406354663918,0.0,-12.43996655152122
2.06936361813503,0.0,-13.268305243334327
2.2578191540630344,0.0,-14.045775442304011
2.450653604100243,0.0,-14.772133800075393
2.648688714267212,0.0,-15.447039070436693
2.852986751826953,0.0,-16.069999052351207
3.0649452797979055,0.0,-16.640280446133033
3.2864351488637533,0.0,-17.156749462828042
3.5199958920926275,0.0,-17.61757825212503
3.769082994144754,0.0,-18.019684498440224
4.0382516897639,0.0,-18.357647878943638
4.332725386171349,0.0,-18.621744927215836
4.655561662414101,0.0,-18.795465239241988
4.999999999999998,0.0,-18.8572467451761
5.3444383375858955,0.0,-18.795465239241988
5.667274613828648,0.0,-18.62174492721584
5.961748310236097,0.0,-18.35764787894364
6.230917005855244,0.0,-18.019684498440228
6.480004107907372,0.0,-17.617578252125032
6.713564851136247,0.0,-17.156749462828046
6.935054720202095,0.0,-16.640280446133037
7.147013248173048,0.0,-16.069999052351207
7.351311285732789,0.0,-15.447039070436688
7.549346395899758,0.0,-14.772133800075387
7.742180845936968,0.0,-14.045775442304004
7.930636381864972,0.0,-13.26830524333432
8.11535936453361,0.0,-12.439966551521213
8.29686603847169,0.0,-11.560937214558177
8.475574503271773,0.0,-10.631350034039512
8.65182764294013,0.0,-9.651306067391753
8.825909861367638,0.0,-8.620883513858484
8.998059481021315,0.0,-7.540143792213808
9.168478066204148,0.0,-6.409135788171221
9.337337530449688,0.0,-5.227898880339478
9.50478562330209,0.0,-3.9964651340507817
9.670950216387984,0.0,-2.714860916869832
9.8359426880161,0.0,-1.3831081055496077
9.99986062236443,0.0,-0.0012250001643035315
