x,y,z
0.0001429528951282253,0.0,-0.00037500078701825846
0.302593834359699,0.0,-0.7303062992906929
0.6177356940196872,0.0,-1.4247303958098827
0.9475004723291683,0.0,-2.0821722811676944
1.2942034654495311,0.0,-2.7006244398961443
1.660599166508919,0.0,-3.277312951675143
2.049900184127502,0.0,-3.8083546340095933
2.465688828718701,0.0,-4.28827045012725
2.911574962565663,0.0,-4.709352042688736
3.3903412349289708,0.0,-5.06101073961652
3.9022628969648836,0.0,-5.329590467165966
4.4426556461337015,0.0,-5.499700694380793
5.0,0.0,-5.5581828288278725
5.557344353866299,0.0,-5.4997006943807945
6.097737103035117,0.0,-5.329590467165967
6.609658765071029,0.0,-5.06101073961652
7.0884250374343365,0.0,-4.709352042688737
7.534311171281297,0.0,-4.288270450127252
7.9500998158724965,0.0,-3.808354634009595
8.33940083349108,0.0,-3.2773129516751447
8.705796534550467,0.0,-2.700624439896146
9.05249952767083,0.0,-2.082172281167696
9.382264305980312,0.0,-1.4247303958098858
9.697406165640299,0.0,-0.7303062992906972
9.999857047104872,0.0,-0.00037500078701825846
