x,y,z
0.00012678244820253073,0.0,-0.00046506305220042523
0.1828223140893632,0.0,-0.6562181867927194
0.3666808054099469,0.0,-1.301643667510438
0.5517495730449979,0.0,-1.9367204240623896
0.7380787353614915,0.0,-2.5614255686282372
0.9257214233031898,0.0,-3.1757342138078974
1.1147340092563274,0.0,-3.7796192553325407
1.305176356189457,0.0,-4.373051126810178
1.4971120890181724,0.0,-4.955997522364786
1.690608889120524,0.0,-5.5284230824348715
1.8857388155397274,0.0,-6.090289036295154
2.0825786560121644,0.0,-6.641552794565284
2.281210302733476,0.0,-7.182167484795432
2.4817211502017638,0.0,-7.712081425041337
2.6842045481312775,0.0,-8.231237513984755
2.88876027506249,0.0,-8.739572534037816
3.0954950490651005,0.0,-9.23701635062446
3.3045230632478315,0.0,-9.723490992933094
3.51596657479406,0.0,-10.19890958607045
3.7299565039824785,0.0,-10.663175125207918
3.946633060733394,0.0,-11.116179054686125
4.166146392260915,0.0,-11.55779962067127
4.388657211675083,0.0,-11.987899967644358
4.614337403787983,0.0,-12.406325929637507
4.843370576238595,0.0,-12.812903469125956
5.092350547708971,0.0,-13.156698515870573
5.367449195217155,0.0,-13.428066145335002
5.673500782352535,0.0,-13.609267356932474
6.00466132915983,0.0,-13.67473266970261
6.335860387683308,0.0,-13.609588482651068
6.64198998225653,0.0,-13.428644961270262
6.917162278466598,0.0,-13.157477859209965
7.166199929843443,0.0,-12.813850434063202
7.395276563182749,0.0,-12.407423224750305
7.6092994546024695,0.0,-11.943298746499838
7.811808342758146,0.0,-11.424278509157539
8.005325267043261,0.0,-10.851985723658196
8.191670620662146,0.0,-10.22741141198086
8.372185210458522,0.0,-9.551189408255595
8.54787787387047,0.0,-8.823741700299422
8.719523174751975,0.0,-8.045359078880493
8.8877268821878,0.0,-7.216247946641983
9.052970675461012,0.0,-6.336558602318482
9.215643282609523,0.0,-5.4064029519237
9.376062596122145,0.0,-4.42586595298384
9.534491678694907,0.0,-3.3950132201970913
9.69115054596457,0.0,-2.313896206201562
9.846224979777354,0.0,-1.1825558093858357
9.999873217565854,0.0,-0.0010249370525584499
