x,y,z
0.0001477132952889593,0.0,-0.00022967035865158897
0.3803642489203515,0.0,-0.5656649111210409
0.7680484089258851,0.0,-1.1159598317783712
1.163566594598295,0.0,-1.6505986080986503
1.5672956815482797,0.0,-2.1690044464249745
1.979619501371433,0.0,-2.670532490908614
2.4009239372504267,0.0,-3.154462275215964
2.8315902332604965,0.0,-3.619989950049195
3.2719861395802585,0.0,-4.066220570429628
3.7224544559542627,0.0,-4.492160903777712
4.183298518272725,0.0,-4.896713467058924
4.654764292783499,0.0,-5.278672672076429
5.137018797260276,0.0,-5.636724372009066
5.671067580842719,0.0,-5.852458872208122
6.23455754989892,0.0,-5.889348747529694
6.784225253256341,0.0,-5.739274789415573
7.287407991976665,0.0,-5.431568408231395
7.737202401156511,0.0,-5.00425761895974
8.140378477536958,0.0,-4.484762442201426
8.50627094404159,0.0,-3.8894552891562313
8.842926643968061,0.0,-3.2277606599602517
9.15653402648008,0.0,-2.5052133580350033
9.451720858091559,0.0,-1.7251880076438233
9.731951988622919,0.0,-0.8898264519841579
9.999852286601515,0.0,-0.0005403297086163858
