x,y,z
6.0739153416144496e-05,0.0,-1.5000239470206636e-05
0.833383559433136,0.0,-0.20581374519912013
1.6667065437379507,0.0,-0.4116118223703945
2.50002970736758,0.0,-0.6174091665589132
3.3333530288463913,0.0,-0.8232058618864623
4.16667646695559,0.0,-1.0290020728603169
4.999999999999999,0.0,-1.2347978856050725
5.833323533044409,0.0,-1.0290020728603158
6.666646971153607,0.0,-0.8232058618864616
7.499970292632419,0.0,-0.6174091665589115
8.333293456262048,0.0,-0.4116118223703928
9.166616440566864,0.0,-0.20581374519911863
9.999939260846585,0.0,-1.5000239470207978e-05
