x,y,z
0.0009976611623717865,0.0,-0.0002549954649584499
0.1972222574462631,0.0,-0.04844183273646255
0.39389006493728457,0.0,-0.09476619724646138
0.5909854742007444,0.0,-0.13921569059125766
0.7884925434851968,0.0,-0.18177829426784603
0.9863949976279253,0.0,-0.22244242933396044
1.1846762392171069,0.0,-0.2611969677939675
1.3833193686517549,0.0,-0.298031198331586
1.5823071990272337,0.0,-0.332934811168866
1.7816222469956386,0.0,-0.36589802289023593
1.9812467510462766,0.0,-0.39691156389475085
2.181162698551705,0.0,-0.42596659994674024
2.3813518208829962,0.0,-0.45305485982916344
2.5817956277972387,0.0,-0.47816850037522163
2.7824753976107455,0.0,-0.5013002955450694
2.9833722165188803,0.0,-0.5224434467098987
3.184466970758722,0.0,-0.5415917862539869
3.3857403726054085,0.0,-0.5587397032859848
3.5871729734841344,0.0,-0.5738821923495728
3.788745190230104,0.0,-0.5870147365726386
3.990437310753946,0.0,-0.5981334545020285
4.19222950705101,0.0,-0.6072352426993984
4.394101880702132,0.0,-0.61431720108939
4.596034450615708,0.0,-0.6193772170265861
4.7980071812773,0.0,-0.6224137761329444
5.0,0.0,-0.6234261009187682
5.201992818722701,0.0,-0.6224137761329448
5.403965549384293,0.0,-0.6193772170265855
5.60589811929787,0.0,-0.6143172010893896
5.8077704929489915,0.0,-0.6072352426993975
6.009562689246056,0.0,-0.5981334545020279
6.211254809769898,0.0,-0.5870147365726376
6.412827026515867,0.0,-0.5738821923495719
6.614259627394594,0.0,-0.558739703285984
6.815533029241281,0.0,-0.5415917862539862
7.016627783481123,0.0,-0.5224434467098981
7.2175246023892585,0.0,-0.5013002955450692
7.418204372202766,0.0,-0.4781685003752215
7.618648179117008,0.0,-0.4530548598291638
7.818837301448299,0.0,-0.42596659994673935
8.018753248953727,0.0,-0.3969115638947508
8.218377753004367,0.0,-0.36589802289023615
8.417692800972771,0.0,-0.3329348111688648
8.616680631348252,0.0,-0.2980311983315852
8.8153237607829,0.0,-0.2611969677939661
9.013605002372081,0.0,-0.22244242933395866
9.21150745651481,0.0,-0.18177829426784464
9.409014525799261,0.0,-0.13921569059125585
9.60610993506272,0.0,-0.09476619724646
9.802777742553744,0.0,-0.04844183273646093
9.999002338837629,0.0,-0.00025499546495845617
