x,y,z
0.00043157865416188786,0.0,-0.00010500055003924609
0.49305695316134984,0.0,-0.10854336028645586
0.987948494769348,0.0,-0.20601338790326176
1.4848811977333354,0.0,-0.29237048528527615
1.9836208337811494,0.0,-0.3674856370593127
2.4839252541794776,0.0,-0.4312438430527532
2.9855450476215104,0.0,-0.4835467826335937
3.488224689773435,0.0,-0.5243129918679845
3.9917036987568006,0.0,-0.5534780317756534
4.495717761908355,0.0,-0.5709956512358706
4.999999999999998,0.0,-0.5768378066817891
5.504282238091642,0.0,-0.5709956512358706
6.008296301243197,0.0,-0.5534780317756536
6.511775310226563,0.0,-0.5243129918679844
7.014454952378489,0.0,-0.4835467826335931
7.5160747458205215,0.0,-0.43124384305275304
8.01637916621885,0.0,-0.3674856370593118
8.515118802266667,0.0,-0.292370485285277
9.012051505230653,0.0,-0.20601338790326124
9.506943046838654,0.0,-0.10854336028645548
9.999568421345838,0.0,-0.00010500055003929927
