x,y,z
0.00032794481997729574,0.0,-0.0004429800556499575
0.19170344296023648,0.0,-0.2531128468793969
0.3849443953758041,0.0,-0.5023531634913195
0.5800897238081484,0.0,-0.7480991836521993
0.7771785407578892,0.0,-0.990282833776657
0.9762500384097749,0.0,-1.2288325538607265
1.1773433586338018,0.0,-1.463673137721541
1.3804974453382646,0.0,-1.694725571455485
1.5857508793597277,0.0,-1.9219068689108192
1.793141681198907,0.0,-2.1451299200163545
2.0027071032901835,0.0,-2.364303332276426
2.2144833870927894,0.0,-2.579331286015435
2.428505503295492,0.0,-2.790113388469096
2.644806848139819,0.0,-2.9965445542811704
2.863418925669344,0.0,-3.1985148887521326
3.084370984447668,0.0,-3.395909604436745
3.307689628148833,0.0,-3.5886089539262276
3.533398394737435,0.0,-3.7764881939721024
3.7615172897439595,0.0,-3.9594175937387455
3.9920622779861765,0.0,-4.137262497467424
4.225044783944242,0.0,-4.309883395446721
4.46047110992587,0.0,-4.47713611505056
4.698341861758804,0.0,-4.63887203056765
4.9386513316829355,0.0,-4.79493837462617
5.181386887594231,0.0,-4.945178611263275
5.435777372015884,0.0,-5.063847068117011
5.700130277254762,0.0,-5.146858330575988
5.971385972883215,0.0,-5.190680258433666
6.24529963649942,0.0,-5.193169402920845
6.517112996761956,0.0,-5.1541974977745015
6.782476224137647,0.0,-5.075691847690702
7.038169050301431,0.0,-4.961062955870203
7.282341499158915,0.0,-4.8143710293865
7.51433821133911,0.0,-4.639622617890124
7.734341571010214,0.0,-4.440365284367785
7.943024030807624,0.0,-4.219544597800696
8.141289801640067,0.0,-3.9795179725891243
8.330111297398389,0.0,-3.7221362745868327
8.510437489118466,0.0,-3.4488411208616663
8.683148870912191,0.0,-3.160754293062644
8.849039818534973,0.0,-2.8587516136325988
9.00881583353328,0.0,-2.543520906316861
9.163098197838845,0.0,-2.2156063061384303
9.312431827433434,0.0,-1.8754417326162418
9.457294069732187,0.0,-1.523376079744144
9.598103310124563,0.0,-1.1596921918005165
9.735226872073468,0.0,-0.784621214791678
9.868988021423139,0.0,-0.39835351170685224
9.999672055254367,0.0,-0.0010470198552004408
