x,y,z
1.6975702031378267e-05,0.0,-5.000154002967172e-06
0.4166817425964684,0.0,-0.12273264760806434
0.8333465539813171,0.0,-0.24546014676177974
1.2500114672701277,0.0,-0.36818730393696697
1.6666765250046693,0.0,-0.490913973373018
2.083341708561803,0.0,-0.6136402138485547
2.5000069953629143,0.0,-0.736366097252749
2.9166723548586533,0.0,-0.8590917264151233
3.333337763475964,0.0,-0.9818171815732918
3.7500032157079395,0.0,-1.1045424791575227
4.166668716355337,0.0,-1.2272675970187685
4.58333429513819,0.0,-1.3499924275232578
5.000000000000001,0.0,-1.472716804601581
5.416665704861811,0.0,-1.349992427523258
5.833331283644663,0.0,-1.227267597018768
6.24999678429206,0.0,-1.1045424791575222
6.666662236524035,0.0,-0.9818171815732925
7.0833276451413445,0.0,-0.8590917264151241
7.4999930046370835,0.0,-0.73636609725275
7.916658291438194,0.0,-0.613640213848556
8.333323474995327,0.0,-0.4909139733730197
8.749988532729867,0.0,-0.36818730393696886
9.166653446018678,0.0,-0.24546014676178168
9.583318257403528,0.0,-0.12273264760806511
9.999983024297968,0.0,-5.000154002966444e-06
